gene	chrom	strand	gene_start	gene_end	gene_length	region_start	region_end	region_length	preprocess_status	n_cds	n_utr5	n_utr3	n_transcripts	n_tokens	n_unk_tokens	over_token_cap	over_vocab_limit
Solyc00G000051.ITAG5.0	0	+	913094	913444	351	910196	916340	6144	retained	1	0	0	1	16	0	0	0
Solyc00G000052.ITAG5.0	0	+	913618	914228	611	910850	916994	6144	retained	2	0	0	1	29	0	0	0
Solyc00G000053.ITAG5.0	0	+	914789	915499	711	912071	918215	6144	retained	2	0	0	1	29	0	0	0
Solyc00G000054.ITAG5.0	0	-	1100836	1105247	4412	1099969	1106113	6144	retained	2	1	0	1	41	0	0	0
PRAM_10702.ITAG5.0	1	-	49131728	49135116	3389	49130349	49136493	6144	retained	2	1	1	1	55	0	0	0
PRAM_12335.ITAG5.0	1	-	56361068	56362243	1176	56358583	56364727	6144	retained	2	0	1	1	42	0	0	0
PRAM_12783.ITAG5.0	1	-	58387062	58388153	1092	58384535	58390679	6144	retained	1	0	2	1	42	0	0	0
PRAM_1377.ITAG5.0	1	-	9361135	9364037	2903	9359513	9365657	6144	retained	2	1	3	1	81	0	0	0
PRAM_14030.ITAG5.0	1	-	64038033	64066053	28021	64036682	64067402	30720	retained	1	3	1	1	72	0	0	0
PRAM_14218.ITAG5.0	1	-	64441043	64442249	1207	64438573	64444717	6144	retained	1	0	2	1	42	0	0	0
PRAM_15076.ITAG5.0	1	-	69849277	69866661	17385	69848752	69867184	18432	retained	1	0	2	1	44	0	0	0
PRAM_15610.ITAG5.0	1	+	76541863	76554746	12884	76539088	76557520	18432	retained	9	1	2	1	165	0	0	0
PRAM_15612.ITAG5.0	1	+	76559655	76568263	8609	76557814	76570102	12288	retained	5	1	1	1	97	0	0	0
PRAM_15614.ITAG5.0	1	+	76569702	76576950	7249	76567181	76579469	12288	retained	1	1	4	1	81	0	0	0
PRAM_15617.ITAG5.0	1	-	76592069	76599163	7095	76589471	76601759	12288	retained	5	0	3	1	107	0	0	0
PRAM_15671.ITAG5.0	1	+	78319859	78329189	9331	78318379	78330667	12288	retained	4	1	9	1	187	0	0	0
PRAM_15687.ITAG5.0	1	-	78351567	78354015	2449	78349718	78355862	6144	retained	5	1	1	1	94	0	0	0
PRAM_15708.ITAG5.0	1	-	78384237	78389687	5451	78383889	78390033	6144	retained	6	1	1	1	102	0	0	0
PRAM_15758.ITAG5.0	1	-	84427136	84435126	7991	84424986	84437274	12288	retained	1	4	1	1	82	0	0	0
PRAM_15763.ITAG5.0	1	-	84435388	84441019	5632	84435131	84441275	6144	retained	1	1	6	1	104	0	0	0
PRAM_15773.ITAG5.0	1	-	84461400	84463134	1735	84459194	84465338	6144	retained	3	0	1	1	55	0	0	0
PRAM_15781.ITAG5.0	1	-	84478498	84480869	2372	84476611	84482755	6144	retained	3	1	1	1	68	0	0	0
PRAM_15821.ITAG5.0	1	-	85827137	85830890	3754	85825941	85832085	6144	retained	2	1	1	1	55	0	0	0
PRAM_15848.ITAG5.0	1	+	85863714	85865800	2087	85861684	85867828	6144	retained	3	1	1	1	68	0	0	0
PRAM_15856.ITAG5.0	1	-	85879516	85884592	5077	85878981	85885125	6144	retained	12	1	1	1	181	0	0	0
PRAM_267.ITAG5.0	1	+	615276	621681	6406	612334	624622	12288	retained	5	2	1	1	107	0	0	0
PRAM_2706.ITAG5.0	1	+	14912211	14918460	6250	14909191	14921479	12288	retained	2	1	1	1	55	0	0	0
PRAM_272.ITAG5.0	1	+	645200	650896	5697	644975	651119	6144	retained	4	3	1	1	103	0	0	0
PRAM_274.ITAG5.0	1	+	651439	660191	8753	649670	661958	12288	retained	6	6	3	3	208	0	0	0
PRAM_2760.ITAG5.0	1	+	15035115	15040683	5569	15034826	15040970	6144	retained	2	3	2	2	95	0	0	0
PRAM_281.ITAG5.0	1	-	669663	673879	4217	668698	674842	6144	retained	2	2	1	1	67	0	0	0
PRAM_283.ITAG5.0	1	+	674192	682349	8158	672126	684414	12288	retained	5	1	1	1	95	0	0	0
PRAM_3422.ITAG5.0	1	+	16927365	16933029	5665	16927124	16933268	6144	retained	1	0	2	1	39	0	0	0
PRAM_3759.ITAG5.0	1	-	18589298	18592750	3453	18587951	18594095	6144	retained	1	1	2	1	55	0	0	0
PRAM_3946.ITAG5.0	1	+	19386050	19405681	19632	19383577	19408153	24576	retained	2	0	1	1	46	0	0	0
PRAM_448.ITAG5.0	1	-	4394236	4399441	5206	4393766	4399910	6144	retained	1	1	2	1	53	0	0	0
PRAM_5277.ITAG5.0	1	+	25983175	25989245	6071	25983137	25989281	6144	retained	4	3	1	1	104	0	0	0
PRAM_5766.ITAG5.0	1	+	27649190	27653220	4031	27648132	27654276	6144	retained	1	2	1	1	55	0	0	0
PRAM_5822.ITAG5.0	1	-	27859391	27870373	10983	27858737	27871025	12288	retained	2	3	2	2	96	0	0	0
PRAM_758.ITAG5.0	1	-	6284941	6286825	1885	6282810	6288954	6144	retained	4	0	1	1	68	0	0	0
PRAM_7815.ITAG5.0	1	-	37158112	37166652	8541	37156237	37168525	12288	retained	1	0	3	1	56	0	0	0
PRAM_8262.ITAG5.0	1	-	38871041	38873330	2290	38869113	38875257	6144	retained	1	0	2	1	42	0	0	0
PRAM_888.ITAG5.0	1	+	6744484	6746772	2289	6742555	6748699	6144	retained	1	0	2	1	42	0	0	0
PRAM_891.ITAG5.0	1	+	6755367	6757675	2309	6753448	6759592	6144	retained	1	0	2	1	42	0	0	0
PRAM_9765.ITAG5.0	1	-	45284386	45296032	11647	45284064	45296352	12288	retained	1	2	2	1	68	0	0	0
Solyc01G000001.ITAG5.0	1	-	89665	90011	347	86765	92909	6144	retained	2	0	0	1	29	0	0	0
Solyc01G000002.ITAG5.0	1	+	97139	99199	2061	95096	101240	6144	retained	7	1	1	1	120	0	0	0
Solyc01G000003.ITAG5.0	1	+	107189	109943	2755	105493	111637	6144	retained	6	0	1	2	100	0	0	0
Solyc01G000004.ITAG5.0	1	-	114913	127935	13023	112207	130639	18432	retained	22	1	1	1	339	0	0	0
Solyc01G000005.ITAG5.0	1	+	128452	138630	10179	127396	139684	12288	retained	10	3	1	2	202	0	0	0
Solyc01G000006.ITAG5.0	1	+	139776	141006	1231	137318	143462	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000007.ITAG5.0	1	+	141421	142405	985	138840	144984	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000008.ITAG5.0	1	-	142879	145119	2241	140926	147070	6144	retained	3	1	0	1	55	0	0	0
Solyc01G000009.ITAG5.0	1	-	151192	157125	5934	151086	157230	6144	retained	11	4	3	3	258	0	0	0
Solyc01G000010.ITAG5.0	1	-	166499	170831	4333	165592	171736	6144	retained	8	1	1	1	130	0	0	0
Solyc01G000011.ITAG5.0	1	-	175425	180990	5566	175135	181279	6144	retained	8	1	1	1	129	0	0	0
Solyc01G000012.ITAG5.0	1	+	183056	186799	3744	181855	187999	6144	retained	3	2	1	1	81	0	0	0
Solyc01G000013.ITAG5.0	1	-	187905	191030	3126	186395	192539	6144	retained	4	1	1	1	81	0	0	0
Solyc01G000014.ITAG5.0	1	+	207982	209006	1025	205421	211565	6144	retained	1	0	1	1	29	0	0	0
Solyc01G000015.ITAG5.0	1	-	210483	212467	1985	208402	214546	6144	retained	4	1	1	1	81	0	0	0
Solyc01G000016.ITAG5.0	1	-	215124	217544	2421	213261	219405	6144	retained	4	1	1	1	81	0	0	0
Solyc01G000017.ITAG5.0	1	+	247828	251770	3943	246726	252870	6144	retained	3	0	1	1	55	0	0	0
Solyc01G000018.ITAG5.0	1	+	256088	263259	7172	253529	265817	12288	retained	8	1	1	1	133	0	0	0
Solyc01G000019.ITAG5.0	1	+	264032	265536	1505	261711	267855	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000020.ITAG5.0	1	+	268109	274077	5969	268020	274164	6144	retained	3	2	10	1	195	0	0	0
Solyc01G000021.ITAG5.0	1	-	274384	277583	3200	272911	279055	6144	retained	7	1	1	1	120	0	0	0
Solyc01G000022.ITAG5.0	1	+	278296	281583	3288	276867	283011	6144	retained	6	1	1	2	115	0	0	0
Solyc01G000023.ITAG5.0	1	-	282565	291565	9001	280920	293208	12288	retained	18	1	1	5	291	0	0	0
Solyc01G000024.ITAG5.0	1	+	299195	302650	3456	297850	303994	6144	retained	2	1	0	1	42	0	0	0
Solyc01G000025.ITAG5.0	1	-	301059	302648	1590	298781	304925	6144	retained	2	0	0	1	29	0	0	0
Solyc01G000026.ITAG5.0	1	-	302957	308526	5570	302669	308813	6144	retained	16	1	1	1	232	0	0	0
Solyc01G000027.ITAG5.0	1	-	308950	311106	2157	306955	313099	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000028.ITAG5.0	1	-	314757	319544	4788	314078	320222	6144	retained	11	1	1	1	171	0	0	0
Solyc01G000029.ITAG5.0	1	-	323588	328179	4592	322811	328955	6144	retained	3	1	1	1	67	0	0	0
Solyc01G000030.ITAG5.0	1	-	330519	338199	7681	328214	340502	12288	retained	7	1	1	2	126	0	0	0
Solyc01G000031.ITAG5.0	1	+	340264	342275	2012	338197	344341	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000032.ITAG5.0	1	+	342956	343474	519	340142	346286	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000033.ITAG5.0	1	+	344208	348460	4253	343261	349405	6144	retained	5	0	1	1	80	0	0	0
Solyc01G000034.ITAG5.0	1	+	358539	360467	1929	356430	362574	6144	retained	5	1	1	1	94	0	0	0
Solyc01G000035.ITAG5.0	1	+	362517	365658	3142	361015	367159	6144	retained	6	1	1	1	107	0	0	0
Solyc01G000036.ITAG5.0	1	+	369060	372582	3523	367748	373892	6144	retained	6	1	1	1	107	0	0	0
Solyc01G000037.ITAG5.0	1	-	376057	376822	766	373367	379511	6144	retained	2	1	1	1	55	0	0	0
Solyc01G000038.ITAG5.0	1	+	381588	385842	4255	380642	386786	6144	retained	3	0	1	1	54	0	0	0
Solyc01G000039.ITAG5.0	1	+	391402	394750	3349	390003	396147	6144	retained	7	1	1	1	120	0	0	0
Solyc01G000040.ITAG5.0	1	-	397106	399880	2775	395420	401564	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000041.ITAG5.0	1	-	400422	403505	3084	398891	405035	6144	retained	2	1	1	1	55	0	0	0
Solyc01G000042.ITAG5.0	1	-	405125	407438	2314	403209	409353	6144	retained	7	1	2	2	135	0	0	0
Solyc01G000043.ITAG5.0	1	+	415046	418748	3703	413824	419968	6144	retained	2	2	0	1	55	0	0	0
Solyc01G000044.ITAG5.0	1	-	419951	422523	2573	418164	424308	6144	retained	5	1	1	1	94	0	0	0
Solyc01G000045.ITAG5.0	1	+	426747	428488	1742	424545	430689	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000046.ITAG5.0	1	+	431872	434503	2632	430115	436259	6144	retained	7	1	1	1	120	0	0	0
Solyc01G000047.ITAG5.0	1	-	435763	438364	2602	433991	440135	6144	retained	2	1	1	1	55	0	0	0
Solyc01G000048.ITAG5.0	1	-	441935	452359	10425	441002	453290	12288	retained	14	1	1	2	229	0	0	0
Solyc01G000049.ITAG5.0	1	+	464341	467099	2759	462647	468791	6144	retained	7	1	1	1	120	0	0	0
Solyc01G000050.ITAG5.0	1	+	476391	481219	4829	475732	481876	6144	retained	15	1	1	1	220	0	0	0
Solyc01G000051.ITAG5.0	1	-	482811	490204	7394	480363	492651	12288	retained	8	3	1	2	168	0	0	0
Solyc01G000052.ITAG5.0	1	-	501014	504116	3103	499492	505636	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000053.ITAG5.0	1	+	508156	510906	2751	506458	512602	6144	retained	5	1	1	1	94	0	0	0
Solyc01G000054.ITAG5.0	1	-	511487	515603	4117	510472	516616	6144	retained	6	1	1	1	107	0	0	0
Solyc01G000055.ITAG5.0	1	+	525464	526168	705	522743	528887	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000056.ITAG5.0	1	+	527356	534274	6919	524670	536958	12288	retained	6	2	2	1	133	0	0	0
Solyc01G000057.ITAG5.0	1	-	535238	536847	1610	532970	539114	6144	retained	2	0	0	1	29	0	0	0
Solyc01G000058.ITAG5.0	1	+	539846	541756	1911	537728	543872	6144	retained	2	1	0	1	42	0	0	0
Solyc01G000059.ITAG5.0	1	-	541261	543623	2363	539369	545513	6144	retained	1	2	1	1	55	0	0	0
Solyc01G000060.ITAG5.0	1	+	544728	547394	2667	542988	549132	6144	retained	1	2	1	1	55	0	0	0
Solyc01G000061.ITAG5.0	1	+	552256	557081	4826	551596	557740	6144	retained	7	1	1	1	115	0	0	0
Solyc01G000062.ITAG5.0	1	-	557878	559539	1662	555636	561780	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000063.ITAG5.0	1	-	560666	569731	9066	559054	571342	12288	retained	3	1	1	1	72	0	0	0
Solyc01G000064.ITAG5.0	1	+	561066	562781	1716	558851	564995	6144	retained	3	0	0	1	42	0	0	0
Solyc01G000065.ITAG5.0	1	+	565134	584148	19015	562352	586928	24576	retained	36	0	1	11	656	0	0	0
Solyc01G000066.ITAG5.0	1	-	579087	596462	17376	578558	596990	18432	retained	12	2	3	1	242	0	0	0
Solyc01G000067.ITAG5.0	1	+	586516	586701	186	583536	589680	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000068.ITAG5.0	1	-	696949	704086	7138	694373	706661	12288	retained	9	1	0	1	133	0	0	0
Solyc01G000069.ITAG5.0	1	+	705934	712096	6163	702870	715158	12288	retained	6	0	1	1	94	0	0	0
Solyc01G000070.ITAG5.0	1	+	720977	726485	5509	720658	726802	6144	retained	2	1	2	1	64	0	0	0
Solyc01G000071.ITAG5.0	1	-	728943	731033	2091	726915	733059	6144	retained	2	0	1	1	42	0	0	0
Solyc01G000072.ITAG5.0	1	-	732154	733958	1805	729983	736127	6144	retained	3	0	1	1	55	0	0	0
Solyc01G000073.ITAG5.0	1	+	741854	748184	6331	738874	751162	12288	retained	10	1	1	1	159	0	0	0
Solyc01G000074.ITAG5.0	1	+	749614	756991	7378	747158	759446	12288	retained	8	2	1	1	146	0	0	0
Solyc01G000075.ITAG5.0	1	-	758091	760764	2674	756355	762499	6144	retained	4	1	1	1	81	0	0	0
Solyc01G000076.ITAG5.0	1	-	792370	805994	13625	789965	808397	18432	retained	19	1	1	1	280	0	0	0
Solyc01G000077.ITAG5.0	1	-	808533	809483	951	805935	812079	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000078.ITAG5.0	1	+	816347	816727	381	813464	819608	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000079.ITAG5.0	1	-	825181	829201	4021	824118	830262	6144	retained	6	1	1	1	107	0	0	0
Solyc01G000080.ITAG5.0	1	+	832884	833756	873	830247	836391	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000081.ITAG5.0	1	-	834815	843014	8200	832770	845058	12288	retained	21	1	1	1	305	0	0	0
Solyc01G000082.ITAG5.0	1	-	844849	850379	5531	844541	850685	6144	retained	9	1	1	1	141	0	0	0
Solyc01G000083.ITAG5.0	1	+	854182	862508	8327	852200	864488	12288	retained	16	1	1	1	240	0	0	0
Solyc01G000084.ITAG5.0	1	+	863618	867708	4091	862590	868734	6144	retained	8	4	1	3	181	0	0	0
Solyc01G000085.ITAG5.0	1	-	867946	872001	4056	866901	873045	6144	retained	7	1	1	1	120	0	0	0
Solyc01G000086.ITAG5.0	1	+	873908	874582	675	871172	877316	6144	retained	2	0	1	1	42	0	0	0
Solyc01G000087.ITAG5.0	1	-	875716	880281	4566	874926	881070	6144	retained	7	1	1	1	117	0	0	0
Solyc01G000088.ITAG5.0	1	-	884228	886498	2271	882290	888434	6144	retained	3	2	1	1	81	0	0	0
Solyc01G000089.ITAG5.0	1	-	887520	888410	891	884892	891036	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000090.ITAG5.0	1	+	890611	891572	962	888019	894163	6144	retained	4	1	0	1	68	0	0	0
Solyc01G000091.ITAG5.0	1	-	891096	895387	4292	890169	896313	6144	retained	3	0	1	1	54	0	0	0
Solyc01G000092.ITAG5.0	1	-	897435	905211	7777	895178	907466	12288	retained	8	5	1	5	208	0	0	0
Solyc01G000093.ITAG5.0	1	+	908161	911185	3025	906600	912744	6144	retained	1	2	1	1	55	0	0	0
Solyc01G000094.ITAG5.0	1	-	912001	916041	4041	910948	917092	6144	retained	6	1	0	1	94	0	0	0
Solyc01G000095.ITAG5.0	1	-	917388	928685	11298	916892	929180	12288	retained	12	2	2	1	215	0	0	0
Solyc01G000096.ITAG5.0	1	+	931715	937300	5586	931435	937579	6144	retained	9	0	1	2	138	0	0	0
Solyc01G000097.ITAG5.0	1	-	938500	939401	902	935878	942022	6144	retained	2	1	0	1	42	0	0	0
Solyc01G000098.ITAG5.0	1	-	939870	942513	2644	938119	944263	6144	retained	2	2	2	1	81	0	0	0
Solyc01G000099.ITAG5.0	1	+	944876	948238	3363	943484	949628	6144	retained	3	2	1	1	81	0	0	0
Solyc01G000100.ITAG5.0	1	+	952542	959092	6551	949672	961960	12288	retained	4	1	1	1	81	0	0	0
Solyc01G000101.ITAG5.0	1	+	962913	965572	2660	961170	967314	6144	retained	4	1	1	1	81	0	0	0
Solyc01G000102.ITAG5.0	1	-	967172	969887	2716	965457	971601	6144	retained	4	1	1	1	81	0	0	0
Solyc01G000103.ITAG5.0	1	+	976456	979719	3264	975015	981159	6144	retained	4	1	1	1	81	0	0	0
Solyc01G000104.ITAG5.0	1	+	981223	981862	640	978470	984614	6144	retained	2	0	0	1	29	0	0	0
Solyc01G000105.ITAG5.0	1	+	983978	984568	591	981200	987344	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000106.ITAG5.0	1	+	986880	991181	4302	985958	992102	6144	retained	13	1	1	2	207	0	0	0
Solyc01G000107.ITAG5.0	1	+	992716	996380	3665	991475	997619	6144	retained	3	2	0	1	68	0	0	0
Solyc01G000108.ITAG5.0	1	+	1011059	1026058	15000	1009342	1027774	18432	retained	7	0	0	1	96	0	0	0
Solyc01G000109.ITAG5.0	1	-	1011130	1080445	69316	1008923	1082651	73728	region_over_maxlen	95	0	0	1	1398	0	0	0
Solyc01G000110.ITAG5.0	1	+	1061017	1072562	11546	1060645	1072933	12288	retained	8	0	0	1	103	0	0	0
Solyc01G000111.ITAG5.0	1	+	1080189	1080482	294	1077263	1083407	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000112.ITAG5.0	1	+	1089858	1091204	1347	1087458	1093602	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000113.ITAG5.0	1	-	1094668	1107275	12608	1091755	1110187	18432	retained	11	0	0	3	160	0	0	0
Solyc01G000114.ITAG5.0	1	+	1106906	1107085	180	1103923	1110067	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000115.ITAG5.0	1	-	1109412	1111133	1722	1107200	1113344	6144	retained	1	2	1	1	55	0	0	0
Solyc01G000116.ITAG5.0	1	-	1123231	1128958	5728	1123022	1129166	6144	retained	6	2	1	1	116	0	0	0
Solyc01G000117.ITAG5.0	1	+	1133091	1138345	5255	1132645	1138789	6144	retained	11	2	1	1	183	0	0	0
Solyc01G000118.ITAG5.0	1	-	1139827	1142904	3078	1138293	1144437	6144	retained	7	1	0	1	107	0	0	0
Solyc01G000119.ITAG5.0	1	-	1146628	1147778	1151	1144130	1150274	6144	retained	2	0	0	1	29	0	0	0
Solyc01G000120.ITAG5.0	1	+	1149081	1153136	4056	1148036	1154180	6144	retained	2	0	1	1	42	0	0	0
Solyc01G000121.ITAG5.0	1	-	1156760	1161990	5231	1156302	1162446	6144	retained	8	1	0	1	118	0	0	0
Solyc01G000122.ITAG5.0	1	-	1164084	1167965	3882	1162952	1169096	6144	retained	3	0	2	1	68	0	0	0
Solyc01G000123.ITAG5.0	1	+	1168753	1173111	4359	1167859	1174003	6144	retained	6	1	1	1	106	0	0	0
Solyc01G000124.ITAG5.0	1	+	1174449	1181904	7456	1172032	1184320	12288	retained	4	0	0	1	55	0	0	0
Solyc01G000125.ITAG5.0	1	+	1188788	1198611	9824	1187555	1199843	12288	retained	10	1	1	1	164	0	0	0
Solyc01G000126.ITAG5.0	1	-	1199077	1214507	15431	1197575	1216007	18432	retained	11	1	3	1	212	0	0	0
Solyc01G000127.ITAG5.0	1	+	1243877	1252934	9058	1242261	1254549	12288	retained	8	1	2	4	164	0	0	0
Solyc01G000128.ITAG5.0	1	-	1253531	1290627	37097	1250574	1293582	43008	retained	17	2	2	3	314	0	0	0
Solyc01G000129.ITAG5.0	1	+	1270036	1271911	1876	1267901	1274045	6144	retained	3	1	1	1	68	0	0	0
Solyc01G000130.ITAG5.0	1	-	1294948	1297254	2307	1293028	1299172	6144	retained	1	0	0	1	16	0	0	0
Solyc01G000131.ITAG5.0	1	-	1301013	1308398	7386	1298561	1310849	12288	retained	12	1	1	1	185	0	0	0
Solyc01G000132.ITAG5.0	1	+	1313487	1322200	8714	1311699	1323987	12288	retained	7	0	0	1	95	0	0	0
Solyc01G000133.ITAG5.0	1	+	1323619	1333214	9596	1322272	1334560	12288	retained	5	1	4	2	136	0	0	0
Solyc01G000134.ITAG5.0	1	-	1329084	1333354	4271	1328146	1334290	6144	retained	9	0	1	1	132	0	0	0
Solyc01G000135.ITAG5.0	1	-	1336072	1342390	6319	1333086	1345374	12288	retained	12	7	2	4	293	0	0	0
Solyc01G000136.ITAG5.0	1	-	1344856	1348548	3693	1343629	1349773	6144	retained	2	1	1	1	55	0	0	0
Solyc01G000137.ITAG5.0	1	-	1355201	1363072	7872	1352992	1365280	12288	retained	14	1	1	1	212	0	0	0
Solyc01G000138.ITAG5.0	1	+	1363854	1378371	14518	1361896	1380328	18432	retained	19	1	1	1	298	0	0	0
Solyc01G000139.ITAG5.0	1	-	1379694	1387423	7730	1377414	1389702	12288	retained	11	0	1	1	160	0	0	0
